model_name,split,image_path,pred_idx,fp_kind,fp_type,conf,cls,box_xyxy,rule_info
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,2,background_fp,texture_boundary,0.5740458369255066,0,"246.75,410.41,271.38,429.03","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,3,background_fp,highlight,0.5182424783706665,0,"288.34,415.86,318.80,460.67","{""bright_ratio"": 0.3246844319775596, ""grad_ratio"": 0.1002805049088359, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,4,pred_dup,texture_boundary,0.49054190516471863,0,"253.78,209.88,350.23,263.84","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10037105751391466, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0403.png,1,background_fp,highlight,0.3097025752067566,0,"211.15,74.14,262.57,101.12","{""bright_ratio"": 0.25824175824175827, ""grad_ratio"": 0.10027472527472528, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0039.png,0,background_fp,texture_boundary,0.3380850553512573,0,"139.11,61.50,171.55,97.11","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10073710073710074, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0071.png,0,background_fp,texture_boundary,0.4835418164730072,0,"183.69,100.68,207.43,144.60","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10133333333333333, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0149.png,0,background_fp,texture_boundary,0.42457497119903564,0,"253.57,90.73,273.21,119.00","{""bright_ratio"": 0.0016420361247947454, ""grad_ratio"": 0.10016420361247948, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0161.png,1,pred_dup,texture_boundary,0.5858882069587708,0,"268.03,234.56,302.15,267.63","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10084033613445378, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0174.png,0,background_fp,texture_boundary,0.4258209466934204,0,"232.74,153.91,281.96,204.91","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0204.png,0,pred_dup,highlight,0.668316125869751,0,"314.00,68.04,352.92,138.37","{""bright_ratio"": 0.08631274828457927, ""grad_ratio"": 0.10039725532683279, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0218.png,1,pred_dup,texture_boundary,0.5598716139793396,0,"137.22,93.48,282.03,160.66","{""bright_ratio"": 0.03726833199033038, ""grad_ratio"": 0.1000201450443191, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0259.png,2,pred_dup,texture_boundary,0.30187681317329407,0,"249.38,146.63,294.41,192.98","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10083256244218317, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0275.png,0,background_fp,highlight,0.3925730586051941,0,"214.69,71.24,347.15,166.00","{""bright_ratio"": 0.09134017412935323, ""grad_ratio"": 0.10043532338308457, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0278.png,0,background_fp,texture_boundary,0.581699013710022,0,"206.76,131.08,349.72,208.54","{""bright_ratio"": 0.036146723646723646, ""grad_ratio"": 0.10033831908831908, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0295.png,0,background_fp,texture_boundary,0.599843442440033,0,"256.12,177.11,306.77,269.12","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1003584229390681, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0378.png,2,pred_dup,texture_boundary,0.4765253961086273,0,"216.75,213.10,319.92,285.35","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10010537407797682, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0413.png,0,pred_dup,texture_boundary,0.9082821607589722,0,"338.42,241.03,388.70,302.73","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10025300442757748, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0415.png,0,background_fp,highlight,0.5598839521408081,0,"246.72,94.79,282.55,117.61","{""bright_ratio"": 0.07545045045045046, ""grad_ratio"": 0.10022522522522523, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0415.png,1,background_fp,texture_boundary,0.5350724458694458,0,"206.11,212.40,234.19,240.99","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10107015457788347, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0415.png,2,background_fp,highlight,0.30335310101509094,0,"245.50,93.29,291.60,133.34","{""bright_ratio"": 0.08770108977685522, ""grad_ratio"": 0.10015568240788791, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,1,background_fp,texture_boundary,0.3450127840042114,0,"174.56,320.36,230.10,372.33","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1002979145978153, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0007.png,1,pred_dup,texture_boundary,0.4092990756034851,0,"129.47,169.06,169.53,211.20","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10039705048213272, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0030.png,0,pred_dup,texture_boundary,0.6639778017997742,0,"238.72,174.71,365.50,279.18","{""bright_ratio"": 0.047464622641509434, ""grad_ratio"": 0.10001474056603774, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0103.png,0,background_fp,texture_boundary,0.7795329689979553,0,"197.02,236.91,293.02,275.81","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0124.png,1,background_fp,highlight,0.5586832761764526,0,"326.56,81.11,417.19,120.38","{""bright_ratio"": 0.34130434782608693, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0136.png,1,pred_dup,highlight,0.46528828144073486,0,"305.58,74.89,394.42,149.46","{""bright_ratio"": 0.23742690058479532, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0142.png,1,pred_dup,highlight,0.6825495958328247,0,"197.49,121.89,370.14,173.89","{""bright_ratio"": 0.18217306441119063, ""grad_ratio"": 0.10008674907829104, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0143.png,0,pred_dup,highlight,0.8467525243759155,0,"129.93,287.05,315.83,345.94","{""bright_ratio"": 0.2391008791806399, ""grad_ratio"": 0.10033535756367262, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0179.png,1,background_fp,texture_boundary,0.3895397186279297,0,"350.72,391.13,400.46,443.90","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10025897151313355, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0224.png,1,pred_dup,texture_boundary,0.43757447600364685,0,"304.15,144.04,367.13,201.15","{""bright_ratio"": 0.023706896551724137, ""grad_ratio"": 0.10048491379310345, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0224.png,2,pred_dup,highlight,0.4281994104385376,0,"202.99,62.20,361.16,152.61","{""bright_ratio"": 0.28035714285714286, ""grad_ratio"": 0.10020604395604396, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0226.png,1,background_fp,texture_boundary,0.40409743785858154,0,"323.79,168.41,351.92,204.94","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10065237651444547, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0262.png,0,background_fp,highlight,0.40019237995147705,0,"203.47,213.62,241.42,292.28","{""bright_ratio"": 0.08365384615384615, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0272.png,0,background_fp,texture_boundary,0.3444831967353821,0,"340.01,178.53,385.75,226.07","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10070984915705412, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0274.png,0,background_fp,highlight,0.6626779437065125,0,"189.41,141.24,219.18,183.01","{""bright_ratio"": 0.35783945986496624, ""grad_ratio"": 0.1005251312828207, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0289.png,0,background_fp,highlight,0.3112848401069641,0,"161.28,121.72,211.73,176.71","{""bright_ratio"": 0.32177871148459386, ""grad_ratio"": 0.10014005602240897, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0363.png,0,pred_dup,texture_boundary,0.608336865901947,0,"297.66,155.85,331.20,194.80","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,2,background_fp,highlight,0.6958921551704407,0,"287.76,416.60,319.05,460.90","{""bright_ratio"": 0.3447811447811448, ""grad_ratio"": 0.10033670033670034, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,5,pred_dup,highlight,0.44817155599594116,0,"397.19,291.04,459.06,358.63","{""bright_ratio"": 0.24859943977591037, ""grad_ratio"": 0.10014005602240897, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,6,pred_dup,highlight,0.4231376647949219,0,"372.52,101.57,403.30,153.47","{""bright_ratio"": 0.28596698113207547, ""grad_ratio"": 0.10023584905660378, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0433.png,1,pred_dup,texture_boundary,0.42785272002220154,0,"151.11,130.41,185.04,169.74","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0031.png,1,pred_dup,texture_boundary,0.30173805356025696,0,"79.06,105.65,168.97,202.94","{""bright_ratio"": 0.030839002267573697, ""grad_ratio"": 0.10034013605442177, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0096.png,0,background_fp,highlight,0.7239652276039124,0,"317.04,90.23,355.28,139.83","{""bright_ratio"": 0.28102564102564104, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0096.png,1,background_fp,texture_boundary,0.639782190322876,0,"206.36,145.42,232.34,197.21","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10062893081761007, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0139.png,0,pred_dup,highlight,0.8554696440696716,0,"200.80,83.03,366.61,224.90","{""bright_ratio"": 0.0869106856709117, ""grad_ratio"": 0.10006747069241798, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0139.png,2,pred_dup,texture_boundary,0.38697800040245056,0,"242.95,190.03,342.05,227.12","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10005211047420531, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0149.png,0,background_fp,highlight,0.6250231266021729,0,"250.30,85.88,278.93,126.76","{""bright_ratio"": 0.07799671592775041, ""grad_ratio"": 0.10016420361247948, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0171.png,3,background_fp,texture_boundary,0.41116029024124146,0,"311.82,220.48,358.48,273.16","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10030864197530864, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0295.png,0,background_fp,texture_boundary,0.7868553400039673,0,"256.17,201.40,303.48,269.90","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10024154589371981, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0340.png,1,background_fp,texture_boundary,0.35909128189086914,0,"226.41,192.26,256.18,246.33","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10029325513196481, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0378.png,3,pred_dup,texture_boundary,0.31860190629959106,0,"344.00,314.27,383.70,355.74","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0413.png,1,pred_dup,texture_boundary,0.8449305891990662,0,"268.42,265.11,341.74,348.80","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10006435006435006, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,0,background_fp,texture_boundary,0.8723844289779663,0,"171.27,319.37,227.74,373.82","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10015948963317384, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,1,background_fp,texture_boundary,0.8050621151924133,0,"189.01,223.21,287.61,266.31","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10009182736455463, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,3,background_fp,texture_boundary,0.7294995784759521,0,"193.34,293.98,277.69,325.26","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10017825311942959, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
our,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0061.png,1,background_fp,texture_boundary,0.39849361777305603,0,"304.67,179.67,346.10,215.63","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1005656819610308, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
our,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0061.png,2,background_fp,texture_boundary,0.31651923060417175,0,"240.08,154.00,299.45,199.01","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
our,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0124.png,1,background_fp,highlight,0.5199523568153381,0,"337.14,79.62,378.00,116.26","{""bright_ratio"": 0.2556390977443609, ""grad_ratio"": 0.10025062656641603, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
our,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0177.png,1,pred_dup,highlight,0.7534721493721008,0,"103.12,84.42,281.94,234.20","{""bright_ratio"": 0.26623256502275333, ""grad_ratio"": 0.10004069702911687, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
our,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0234.png,0,background_fp,texture_boundary,0.42453131079673767,0,"158.96,184.04,233.95,211.83","{""bright_ratio"": 0.013157894736842105, ""grad_ratio"": 0.10009398496240601, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
our,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0289.png,0,background_fp,highlight,0.3009265065193176,0,"165.23,118.25,211.21,183.89","{""bright_ratio"": 0.2746615087040619, ""grad_ratio"": 0.10090264345583494, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
our,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0363.png,0,pred_dup,texture_boundary,0.6509434580802917,0,"294.29,153.68,332.00,207.32","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10023310023310024, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
our,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0049.png,1,background_fp,texture_boundary,0.3486423194408417,0,"171.88,102.21,202.79,131.62","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
