model_name,split,image_path,gt_idx,scale_bin,best_score_all,match_metric,best_metric_all,best_metric_conf,best_metric_final,best_iou_all,best_iou_conf,best_iou_final,fn_type,gt_cls,gt_box_xyxy
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0359.png,4,32-64,0.18664313852787018,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"238.00,81.00,284.00,107.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0363.png,2,32-64,0.703347384929657,ios,0.7901154160499573,0.08894862979650497,0.05500435829162598,0.7901154160499573,0.08894862979650497,0.05500435829162598,regression_or_match_poor,0,"264.00,90.00,290.00,117.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,0,16-32,0.1371365189552307,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"377.00,109.00,404.00,150.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,3,32-64,0.1027468591928482,ios,0.7675839066505432,0.0,0.0,0.7675839066505432,0.0,0.0,low_score,0,"255.00,144.00,330.00,188.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,4,32-64,0.19961409270763397,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"405.00,311.00,447.00,354.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0376.png,0,<16,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"423.00,339.00,436.00,384.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0376.png,1,16-32,0.030888335779309273,ios,0.9924902319908142,0.0,0.0,0.9924902319908142,0.0,0.0,low_score,0,"456.00,174.00,473.00,212.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0380.png,0,32-64,0.1915857344865799,ios,0.9309887290000916,0.0,0.0,0.9309887290000916,0.0,0.0,low_score,0,"330.00,350.00,376.00,383.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0380.png,1,32-64,0.1915857344865799,ios,0.9315919876098633,0.0,0.0,0.9315919876098633,0.0,0.0,low_score,0,"389.00,302.00,419.00,333.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0380.png,3,32-64,0.03373466432094574,ios,0.8328293561935425,0.0,0.0,0.8328293561935425,0.0,0.0,low_score,0,"399.00,163.00,431.00,203.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0380.png,4,16-32,0.061400607228279114,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"356.00,130.00,379.00,161.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0409.png,0,32-64,0.11587448418140411,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"215.00,66.00,249.00,133.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0428.png,0,16-32,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"206.00,154.00,227.00,179.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0428.png,1,32-64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"223.00,172.00,251.00,237.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0433.png,0,32-64,0.06932926177978516,ios,0.9926031231880188,0.0,0.0,0.9926031231880188,0.0,0.0,low_score,0,"286.00,326.00,332.00,374.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0433.png,1,32-64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"357.00,289.00,391.00,333.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0433.png,2,>=64,0.016682568937540054,ios,0.940876305103302,0.0,0.0,0.940876305103302,0.0,0.0,low_score,0,"344.00,198.00,423.00,294.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0433.png,3,32-64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"272.00,146.00,305.00,177.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0433.png,5,16-32,0.015610127709805965,ios,0.999531090259552,0.0,0.0,0.999531090259552,0.0,0.0,low_score,0,"291.00,112.00,314.00,138.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0031.png,0,>=64,0.17179255187511444,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"73.00,101.00,303.00,239.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0049.png,0,32-64,0.17239555716514587,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"135.00,177.00,237.00,203.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0127.png,1,32-64,0.6941129565238953,ios,1.0,0.8988901972770691,0.8404179215431213,1.0,0.8988901972770691,0.8404179215431213,regression_or_match_poor,0,"173.00,129.00,230.00,177.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0140.png,0,32-64,0.06608055531978607,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"324.00,143.00,355.00,183.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0149.png,0,32-64,0.06207788735628128,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"247.00,165.00,284.00,203.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0149.png,1,32-64,0.06207788735628128,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"284.00,132.00,311.00,161.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0161.png,1,>=64,0.1976255625486374,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"150.00,88.00,208.00,150.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0171.png,2,32-64,0.4748322665691376,ios,1.0,0.9080544710159302,0.5655348896980286,1.0,0.9080544710159302,0.5655348896980286,regression_or_match_poor,0,"179.00,221.00,240.00,253.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0193.png,0,>=64,0.22312121093273163,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"241.00,182.00,308.00,255.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0193.png,1,32-64,0.22312121093273163,ios,0.9734073877334595,0.0,0.0,0.9734073877334595,0.0,0.0,low_score,0,"245.00,152.00,275.00,189.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0204.png,0,32-64,0.133645161986351,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"246.00,149.00,288.00,207.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0213.png,0,32-64,0.021024692803621292,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"163.00,243.00,189.00,288.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0213.png,1,32-64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"119.00,230.00,154.00,290.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0232.png,1,32-64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"391.47,235.35,422.03,316.05"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0241.png,0,32-64,0.03806867077946663,ios,0.869096040725708,0.0,0.0,0.869096040725708,0.0,0.0,low_score,0,"188.00,142.00,307.00,195.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0258.png,0,16-32,0.20278604328632355,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"394.00,266.00,422.00,316.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0295.png,0,32-64,0.26963096857070923,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"303.00,134.00,358.00,175.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0299.png,0,32-64,0.023652581498026848,ios,0.9558069109916687,0.0,0.0,0.9558069109916687,0.0,0.0,low_score,0,"246.00,168.00,282.00,216.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0299.png,1,32-64,0.2592918276786804,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"241.00,109.00,283.00,150.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0299.png,2,32-64,0.06379376351833344,ios,0.9616625308990479,0.0,0.0,0.9616625308990479,0.0,0.0,low_score,0,"450.00,388.00,505.00,442.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0308.png,0,32-64,0.0318090058863163,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"201.00,159.00,239.00,214.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0308.png,1,16-32,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"197.00,120.00,217.00,142.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0340.png,0,<16,0.20191648602485657,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"225.00,357.00,239.00,376.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0340.png,1,16-32,0.2884625792503357,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"331.42,346.81,349.48,377.19"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0340.png,2,16-32,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"227.96,250.75,246.03,270.45"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0344.png,1,32-64,0.27953216433525085,ios,0.7741504907608032,0.0,0.0,0.7741504907608032,0.0,0.0,low_score,0,"260.00,376.00,297.00,404.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0365.png,1,32-64,0.3465439975261688,ios,0.9874334335327148,0.8783186078071594,0.8783186078071594,0.9874334335327148,0.8783186078071594,0.8783186078071594,regression_or_match_poor,0,"146.00,141.00,180.00,180.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0374.png,1,32-64,0.36362284421920776,ios,1.0,1.0,1.0,1.0,1.0,1.0,regression_or_match_poor,0,"351.00,143.00,390.00,196.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0378.png,0,16-32,0.281258225440979,ios,0.9872398972511292,0.0,0.0,0.9872398972511292,0.0,0.0,low_score,0,"207.00,382.00,257.00,404.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0378.png,1,32-64,0.2714684307575226,ios,0.9909277558326721,0.0,0.0,0.9909277558326721,0.0,0.0,low_score,0,"263.00,327.00,313.00,359.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0407.png,0,16-32,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"167.00,328.00,190.00,354.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0419.png,0,32-64,0.045800741761922836,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"139.42,142.89,183.31,203.62"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,0,32-64,0.08216339349746704,ios,0.9719656705856323,0.0,0.0,0.9719656705856323,0.0,0.0,low_score,0,"245.00,349.00,280.00,380.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,1,16-32,0.10294190049171448,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"124.00,320.00,144.00,344.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,2,16-32,0.2005361169576645,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"95.00,275.00,116.00,302.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,4,32-64,0.7223122715950012,ios,1.0,0.5192639231681824,0.5116976499557495,1.0,0.5192639231681824,0.5116976499557495,regression_or_match_poor,0,"266.00,116.00,302.00,147.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,5,32-64,0.14430440962314606,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"228.00,97.00,263.00,123.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0426.png,0,16-32,0.18388937413692474,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"248.00,324.00,271.00,345.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0426.png,3,32-64,0.22800807654857635,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"185.00,194.00,253.00,227.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0426.png,4,32-64,0.05168069526553154,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"234.00,147.00,271.00,176.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0426.png,6,16-32,0.03639420494437218,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"214.00,126.00,235.00,159.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0426.png,7,32-64,0.2775188684463501,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"281.00,122.00,312.00,158.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0426.png,8,32-64,0.2775188684463501,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"248.00,108.00,285.00,138.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0430.png,0,32-64,0.2323586642742157,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"194.00,163.00,254.00,189.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0430.png,1,32-64,0.14548060297966003,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"200.00,127.00,284.00,160.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0432.png,2,32-64,0.01354136224836111,ios,0.9111740589141846,0.0,0.0,0.9111740589141846,0.0,0.0,low_score,0,"385.00,143.00,414.00,197.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0432.png,4,16-32,0.0517314188182354,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"340.00,102.00,364.00,133.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0436.png,0,32-64,0.0784577876329422,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"135.00,286.00,174.00,328.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0450.png,0,32-64,0.11043627560138702,ios,0.9343662261962891,0.0,0.0,0.9343662261962891,0.0,0.0,low_score,0,"154.00,156.00,204.00,193.00"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0450.png,1,32-64,0.044673848897218704,ios,0.8705547451972961,0.0,0.0,0.8705547451972961,0.0,0.0,low_score,0,"207.00,119.00,282.00,154.00"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0051.png,0,32-64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"95.18,101.68,124.81,167.58"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0051.png,1,32-64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"151.41,131.31,181.04,170.61"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0051.png,2,32-64,0.016133537515997887,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"148.39,67.22,174.99,99.26"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0055.png,1,>=64,0.9165963530540466,ios,1.0,1.0,1.0,1.0,1.0,1.0,regression_or_match_poor,0,"151.00,65.00,211.00,117.00"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0066.png,1,16-32,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"178.00,160.00,197.00,203.00"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0066.png,2,32-64,0.2774641811847687,ios,0.8610846400260925,0.0,0.0,0.8610846400260925,0.0,0.0,low_score,0,"256.00,122.00,324.00,153.00"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0066.png,3,16-32,0.045253440737724304,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"301.00,109.00,342.00,124.00"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0068.png,2,32-64,0.01861034706234932,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"245.00,204.00,283.00,244.00"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0069.png,0,16-32,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"246.72,163.93,276.55,179.99"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0069.png,1,32-64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"213.83,122.63,243.66,150.93"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0069.png,2,16-32,0.20875686407089233,ios,1.0,0.0,0.0,1.0,0.0,0.0,low_score,0,"145.00,243.47,169.47,271.77"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0072.png,0,16-32,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"222.00,150.00,241.00,164.00"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0072.png,1,32-64,0.060364414006471634,ios,0.8054899573326111,0.0,0.0,0.8054899573326111,0.0,0.0,low_score,0,"163.00,192.00,201.00,221.00"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0103.png,0,>=64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"211.00,112.00,291.00,194.00"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0105.png,0,32-64,0.0,ios,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"145.00,170.00,205.00,198.00"
