model_name,split,image_path,pred_idx,fp_kind,fp_type,conf,cls,box_xyxy,rule_info
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0084.png,0,pred_dup,highlight,0.5078033208847046,0,"253.37,126.25,289.03,152.56","{""bright_ratio"": 0.37237237237237236, ""grad_ratio"": 0.1001001001001001, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0084.png,2,background_fp,texture_boundary,0.3302736282348633,0,"146.81,135.08,250.62,176.19","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0094.png,2,background_fp,texture_boundary,0.2758651673793793,0,"330.58,214.36,406.68,276.14","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10018552875695733, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0105.png,1,pred_dup,texture_boundary,0.2956092655658722,0,"177.41,86.17,244.39,140.48","{""bright_ratio"": 0.037700534759358285, ""grad_ratio"": 0.10053475935828877, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0124.png,1,background_fp,highlight,0.423667848110199,0,"341.56,80.69,381.49,117.41","{""bright_ratio"": 0.19383825417201542, ""grad_ratio"": 0.10012836970474968, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0143.png,1,background_fp,texture_boundary,0.3216087520122528,0,"250.59,177.24,321.06,237.29","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10018214936247723, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0172.png,1,background_fp,texture_boundary,0.3956688344478607,0,"270.58,106.25,347.77,204.66","{""bright_ratio"": 0.016964516964516965, ""grad_ratio"": 0.10036260036260036, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0177.png,0,background_fp,highlight,0.7370715737342834,0,"167.77,360.03,259.01,411.39","{""bright_ratio"": 0.08746898263027296, ""grad_ratio"": 0.10028949545078578, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0177.png,2,pred_dup,highlight,0.26866286993026733,0,"187.37,86.20,288.16,202.88","{""bright_ratio"": 0.16096866096866097, ""grad_ratio"": 0.10055304172951232, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0179.png,1,background_fp,texture_boundary,0.462185263633728,0,"348.26,391.66,399.92,440.89","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0179.png,2,background_fp,texture_boundary,0.4584604799747467,0,"340.24,305.31,389.86,362.38","{""bright_ratio"": 0.001379310344827586, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0221.png,1,background_fp,highlight,0.28698036074638367,0,"121.51,126.80,337.73,260.90","{""bright_ratio"": 0.1451442225635774, ""grad_ratio"": 0.10005120327700973, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0224.png,1,pred_dup,highlight,0.6054208874702454,0,"170.99,60.04,373.66,207.11","{""bright_ratio"": 0.23115394806571277, ""grad_ratio"": 0.1004570747217806, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0234.png,0,background_fp,texture_boundary,0.3379007577896118,0,"175.27,152.89,203.14,168.52","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10141987829614604, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0274.png,0,background_fp,highlight,0.33915793895721436,0,"188.32,142.14,218.71,184.38","{""bright_ratio"": 0.35933983495873967, ""grad_ratio"": 0.1005251312828207, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0289.png,0,background_fp,highlight,0.3286651372909546,0,"161.16,120.83,215.88,182.59","{""bright_ratio"": 0.2776334776334776, ""grad_ratio"": 0.10014430014430015, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0359.png,0,background_fp,highlight,0.2941538095474243,0,"166.30,72.81,202.87,98.16","{""bright_ratio"": 0.25725725725725723, ""grad_ratio"": 0.1001001001001001, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0363.png,1,background_fp,highlight,0.4361097812652588,0,"69.37,231.80,128.13,285.22","{""bright_ratio"": 0.05242424242424242, ""grad_ratio"": 0.1003030303030303, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0363.png,2,background_fp,texture_boundary,0.3376174867153168,0,"195.16,207.10,233.61,252.14","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10033444816053512, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,2,background_fp,texture_boundary,0.5740458369255066,0,"246.75,410.41,271.38,429.03","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,3,background_fp,highlight,0.5182424783706665,0,"288.34,415.86,318.80,460.67","{""bright_ratio"": 0.3246844319775596, ""grad_ratio"": 0.1002805049088359, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0371.png,4,background_fp,texture_boundary,0.49054190516471863,0,"253.78,209.88,350.23,263.84","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10037105751391466, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0403.png,1,background_fp,highlight,0.3097025752067566,0,"211.15,74.14,262.57,101.12","{""bright_ratio"": 0.25824175824175827, ""grad_ratio"": 0.10027472527472528, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0428.png,0,background_fp,texture_boundary,0.25104814767837524,0,"347.05,374.35,360.39,393.36","{""bright_ratio"": 0.025, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0039.png,0,background_fp,texture_boundary,0.3380850553512573,0,"139.11,61.50,171.55,97.11","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10073710073710074, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0049.png,0,background_fp,texture_boundary,0.29232385754585266,0,"174.48,100.60,207.56,132.51","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10071301247771836, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0071.png,0,background_fp,texture_boundary,0.4835418164730072,0,"183.69,100.68,207.43,144.60","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10133333333333333, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0071.png,1,background_fp,texture_boundary,0.26011359691619873,0,"181.59,101.14,220.25,147.86","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10053191489361703, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0071.png,2,background_fp,texture_boundary,0.2560117244720459,0,"131.35,381.10,193.71,425.75","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1001763668430335, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0139.png,1,pred_dup,highlight,0.6423352956771851,0,"206.48,83.54,367.80,226.25","{""bright_ratio"": 0.08341906721536352, ""grad_ratio"": 0.10009430727023319, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0149.png,0,background_fp,texture_boundary,0.42457497119903564,0,"253.57,90.73,273.21,119.00","{""bright_ratio"": 0.0016420361247947454, ""grad_ratio"": 0.10016420361247948, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0161.png,1,background_fp,texture_boundary,0.5858882069587708,0,"268.03,234.56,302.15,267.63","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10084033613445378, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0173.png,1,pred_dup,highlight,0.55923992395401,0,"268.87,104.28,296.59,145.87","{""bright_ratio"": 0.2077175697865353, ""grad_ratio"": 0.10016420361247948, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0174.png,0,background_fp,texture_boundary,0.4258209466934204,0,"232.74,153.91,281.96,204.91","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0186.png,1,background_fp,texture_boundary,0.29163864254951477,0,"390.22,328.30,419.69,356.03","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0204.png,1,pred_dup,highlight,0.4374251961708069,0,"311.60,65.31,382.67,141.42","{""bright_ratio"": 0.2741702741702742, ""grad_ratio"": 0.1001082251082251, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0218.png,1,pred_dup,texture_boundary,0.5598716139793396,0,"137.22,93.48,282.03,160.66","{""bright_ratio"": 0.03726833199033038, ""grad_ratio"": 0.1000201450443191, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0218.png,2,pred_dup,highlight,0.5553756356239319,0,"129.79,93.40,280.80,139.39","{""bright_ratio"": 0.0662094064949608, ""grad_ratio"": 0.10036394176931691, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0232.png,0,pred_dup,texture_boundary,0.7029978632926941,0,"376.91,153.68,399.01,188.27","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10069444444444445, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0232.png,2,background_fp,texture_boundary,0.2614925801753998,0,"254.10,137.70,334.08,231.46","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10188434048083171, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0259.png,1,pred_dup,texture_boundary,0.39967456459999084,0,"245.01,135.92,310.97,193.16","{""bright_ratio"": 0.0030816640986132513, ""grad_ratio"": 0.10015408320493066, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0275.png,0,background_fp,highlight,0.3925730586051941,0,"214.69,71.24,347.15,166.00","{""bright_ratio"": 0.09134017412935323, ""grad_ratio"": 0.10043532338308457, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0278.png,0,background_fp,texture_boundary,0.581699013710022,0,"206.76,131.08,349.72,208.54","{""bright_ratio"": 0.036146723646723646, ""grad_ratio"": 0.10033831908831908, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0295.png,0,background_fp,texture_boundary,0.599843442440033,0,"256.12,177.11,306.77,269.12","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1003584229390681, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0295.png,1,pred_dup,texture_boundary,0.26963096857070923,0,"312.54,140.94,343.30,173.53","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10018382352941177, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0344.png,1,background_fp,texture_boundary,0.46306225657463074,0,"298.32,119.61,364.69,196.16","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10026789131266743, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0365.png,1,pred_dup,highlight,0.3465439975261688,0,"149.16,74.16,273.25,178.77","{""bright_ratio"": 0.16137142857142858, ""grad_ratio"": 0.10011428571428571, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0374.png,0,background_fp,texture_boundary,0.36362284421920776,0,"288.81,137.32,391.93,230.26","{""bright_ratio"": 0.03938216039279869, ""grad_ratio"": 0.10014320785597382, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0378.png,1,background_fp,texture_boundary,0.7464281916618347,0,"356.14,318.60,381.48,343.06","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10059171597633136, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0378.png,3,background_fp,texture_boundary,0.4240318238735199,0,"273.74,214.90,315.79,256.25","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10005408328826393, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0413.png,0,background_fp,texture_boundary,0.9082821607589722,0,"338.42,241.03,388.70,302.73","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10025300442757748, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0415.png,0,background_fp,highlight,0.5598839521408081,0,"246.72,94.79,282.55,117.61","{""bright_ratio"": 0.07545045045045046, ""grad_ratio"": 0.10022522522522523, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0415.png,1,background_fp,texture_boundary,0.5350724458694458,0,"206.11,212.40,234.19,240.99","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10107015457788347, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0415.png,2,background_fp,highlight,0.30335310101509094,0,"245.50,93.29,291.60,133.34","{""bright_ratio"": 0.08770108977685522, ""grad_ratio"": 0.10015568240788791, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0419.png,0,background_fp,texture_boundary,0.3285849094390869,0,"209.88,186.81,243.10,216.75","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10230414746543778, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0423.png,1,background_fp,texture_boundary,0.3450127840042114,0,"174.56,320.36,230.10,372.33","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1002979145978153, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0426.png,0,background_fp,texture_boundary,0.7236568927764893,0,"198.44,248.32,285.33,315.20","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10010026737967914, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
bsd,test,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/test/0426.png,1,pred_dup,texture_boundary,0.6370514631271362,0,"198.63,268.45,284.20,314.51","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1000244558571778, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0007.png,1,background_fp,texture_boundary,0.4092990756034851,0,"129.47,169.06,169.53,211.20","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10039705048213272, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0030.png,1,background_fp,texture_boundary,0.3680838644504547,0,"331.55,213.57,368.61,270.30","{""bright_ratio"": 0.004990925589836661, ""grad_ratio"": 0.10027223230490018, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0055.png,0,background_fp,highlight,0.9165963530540466,0,"102.88,62.19,215.09,204.57","{""bright_ratio"": 0.1071647650595019, ""grad_ratio"": 0.10011041589988959, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0066.png,2,pred_dup,texture_boundary,0.2733207941055298,0,"253.93,121.47,280.75,160.38","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0069.png,1,background_fp,texture_boundary,0.2942945659160614,0,"174.02,280.42,292.68,335.68","{""bright_ratio"": 0.0, ""grad_ratio"": 0.10024009603841537, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0094.png,1,background_fp,highlight,0.42961233854293823,0,"317.68,174.10,482.72,279.00","{""bright_ratio"": 0.1526483291657195, ""grad_ratio"": 0.10007956353716754, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0103.png,0,background_fp,texture_boundary,0.7795329689979553,0,"197.02,236.91,293.02,275.81","{""bright_ratio"": 0.0, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0124.png,1,background_fp,highlight,0.5586832761764526,0,"326.56,81.11,417.19,120.38","{""bright_ratio"": 0.34130434782608693, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
baseline,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0136.png,1,pred_dup,highlight,0.46528828144073486,0,"305.58,74.89,394.42,149.46","{""bright_ratio"": 0.23742690058479532, ""grad_ratio"": 0.1, ""near_edge"": 0.0, ""white_thresh"": 250.0, ""grad_percentile"": 90.0}"
